t_sec,alpha_x,alpha_y,alpha_z,omega_z_abs,residual_rms,a_c_x,a_c_y,a_c_z,s1_raw_x,s1_raw_y,s1_raw_z,s1_cal_x,s1_cal_y,s1_cal_z,s1_disk_x,s1_disk_y,s1_disk_z,s2_raw_x,s2_raw_y,s2_raw_z,s2_cal_x,s2_cal_y,s2_cal_z,s2_disk_x,s2_disk_y,s2_disk_z,s3_raw_x,s3_raw_y,s3_raw_z,s3_cal_x,s3_cal_y,s3_cal_z,s3_disk_x,s3_disk_y,s3_disk_z,s4_raw_x,s4_raw_y,s4_raw_z,s4_cal_x,s4_cal_y,s4_cal_z,s4_disk_x,s4_disk_y,s4_disk_z
0.9422,-1.698746,-0.159312,-2.424338,0.381909,0.039438,-0.156516,-0.812049,9.784042,0.0039,-0.0858,0.9633,0.02166,-0.07984,0.97125,0.21243,-0.78292,9.5247,0.0468,0.0,0.9321,0.0081,-0.03462,1.01005,-0.22824,-1.10993,9.84634,-0.0078,-0.0624,0.9984,0.02163,-0.0773,1.01685,-0.474,-0.80024,9.95958,0.0,-0.0195,1.0062,0.03468,-0.04326,1.00005,-0.13625,-0.5551,9.80555
0.9641,-0.968613,-0.849907,-6.745312,0.62265,0.054766,-0.155877,-0.918479,9.83104,0.0507,-0.1053,0.9789,0.06654,-0.09906,0.98729,0.65255,-0.97148,9.68197,0.1209,-0.0039,0.9516,0.08019,-0.03837,1.02969,-0.25501,-1.8334,9.96491,0.039,-0.0507,0.9984,0.067,-0.06609,1.01685,-0.91488,-0.92182,9.92994,0.0624,-0.0234,0.9945,0.09578,-0.04707,0.98828,-0.10617,0.05277,9.74734
0.9859,1.741489,-0.082625,-5.303395,0.945925,0.075687,-0.040627,-1.086502,9.803139,0.0546,-0.117,1.014,0.07028,-0.1106,1.02337,0.68923,-1.08461,10.03584,0.1287,-0.0039,0.936,0.08777,-0.03837,1.01398,-0.2559,-1.89143,9.80393,0.0078,-0.0468,0.9633,0.03675,-0.06236,0.98146,-0.60905,-0.89561,9.59002,0.0078,-0.0351,1.0023,0.04232,-0.05849,0.99613,0.01322,-0.47437,9.78278
1.0078,0.332831,0.252807,-1.077385,1.073843,0.050624,0.015713,-1.114764,9.769357,0.0039,-0.1287,0.9867,0.02166,-0.12214,0.99531,0.21243,-1.19774,9.76061,0.0663,0.0039,0.9282,0.02707,-0.03087,1.00612,-0.18985,-1.2905,9.78835,-0.0468,-0.0429,0.9711,-0.01618,-0.05862,0.98933,-0.09102,-0.92848,9.6754,-0.0507,-0.0468,1.014,-0.01497,-0.0699,1.0079,0.1313,-1.04233,9.85307
1.0297,0.965766,0.63974,1.395727,1.091922,0.035698,0.031379,-0.847564,9.787756,-0.0351,-0.1092,0.9984,-0.01574,-0.10291,1.00733,-0.15434,-1.00919,9.87856,0.0,0.0078,0.9165,-0.03743,-0.02712,0.99433,-0.1614,-0.64903,9.73868,-0.0819,-0.0585,0.9633,-0.05021,-0.07356,0.98146,0.23932,-0.76206,9.63133,-0.0429,-0.0546,1.0179,-0.00733,-0.07751,1.01182,0.20193,-0.96998,9.90245
1.0515,-2.8853,-0.427754,7.574092,0.929501,0.055629,0.02563,-0.94753,9.800632,-0.117,-0.1053,0.9477,-0.09428,-0.09906,0.95521,-0.92455,-0.97148,9.36743,-0.0663,0.0078,0.9282,-0.10192,-0.02712,1.00612,-0.16713,-0.03196,9.91927,-0.1677,-0.0546,1.0101,-0.13338,-0.06983,1.02865,1.04456,-0.84589,10.10606,-0.1443,-0.0468,1.0179,-0.10663,-0.0699,1.01182,0.14964,-1.94079,9.80977
1.0734,-0.025866,-1.190371,0.858341,0.833754,0.056351,-0.051188,-0.737586,9.829063,-0.0312,-0.078,0.9906,-0.012,-0.07215,0.99931,-0.11766,-0.7075,9.79993,0.0,0.0039,0.9438,-0.03743,-0.03087,1.02183,-0.19515,-0.67743,10.00726,-0.0624,-0.078,0.9789,-0.0313,-0.09224,0.99719,0.04431,-0.61048,9.80655,-0.0429,-0.039,0.9984,-0.00733,-0.06229,0.9922,0.06375,-0.95493,9.70252
1.0952,-2.99304,-0.632571,1.385322,0.673991,0.05623,-0.145763,-0.81651,9.799777,-0.0546,-0.0897,0.9438,-0.03444,-0.08368,0.9512,-0.33772,-0.82063,9.32811,0.0,0.0,0.9399,-0.03743,-0.03462,1.01791,-0.23234,-0.67388,9.9693,-0.0624,-0.0663,1.0101,-0.0313,-0.08103,1.02865,0.04066,-0.76673,10.09433,-0.0468,-0.0273,1.0101,-0.01115,-0.05087,1.00397,-0.05365,-1.00479,9.80737
1.1171,-0.761986,-0.592524,-5.653613,0.753014,0.08469,-0.119427,-0.828439,9.803513,0.0312,-0.0975,0.9789,0.04784,-0.09137,0.98729,0.46917,-0.89605,9.68197,0.1053,0.0,0.9438,0.06501,-0.03462,1.02183,-0.22077,-1.67695,9.90336,0.0156,-0.0624,0.9906,0.04431,-0.0773,1.00899,-0.69445,-0.79484,9.87704,0.0624,-0.0312,0.9945,0.09578,-0.05468,0.98828,-0.03166,0.05409,9.75168
1.1389,1.966247,0.363996,-6.158079,1.083659,0.080863,-0.062368,-0.955371,9.786563,0.0702,-0.1092,1.014,0.08524,-0.10291,1.02337,0.83593,-1.00919,10.03584,0.1131,0.0,0.9282,0.0726,-0.03462,1.00612,-0.22166,-1.73498,9.74238,0.0429,-0.0663,0.9555,0.07078,-0.08103,0.9736,-0.94675,-0.71259,9.53248,0.0195,-0.0429,1.0062,0.05377,-0.0661,1.00005,0.083,-0.36473,9.83556
1.1607,-0.927426,1.066121,-5.844415,1.072836,0.025194,0.029716,-1.142598,9.77227,0.0624,-0.1365,0.9789,0.07776,-0.12983,0.98729,0.76258,-1.27316,9.68197,0.1326,0.0078,0.9165,0.09157,-0.02712,0.99433,-0.14737,-1.90712,9.60739,0.0156,-0.039,0.9984,0.04431,-0.05489,1.01685,-0.68894,-1.02382,9.91939,0.0195,-0.0546,1.0101,0.05377,-0.07751,1.00397,0.19259,-0.36629,9.88032
1.1826,1.879624,-0.211317,0.717248,1.205244,0.116252,0.183166,-1.031003,9.813377,0.0117,-0.1248,1.0179,0.02914,-0.11829,1.02738,0.28578,-1.16003,10.07515,0.0351,0.0039,0.9282,-0.00328,-0.03087,1.00612,-0.19315,-0.99448,9.81924,-0.1053,-0.0546,0.9594,-0.07289,-0.06983,0.97753,0.46373,-0.78574,9.59397,-0.0663,-0.0507,1.0062,-0.03025,-0.07371,1.00005,0.1763,-1.18376,9.76514
1.2046,-3.162167,-0.294046,8.320563,1.018535,0.083876,0.000491,-1.02647,9.716934,-0.117,-0.1131,0.9399,-0.09428,-0.10675,0.94719,-0.92455,-1.0469,9.28879,-0.078,0.0039,0.9126,-0.11331,-0.03087,0.99041,-0.20684,0.09457,9.77796,-0.1599,-0.0507,1.0101,-0.12582,-0.06609,1.02865,0.97169,-0.88424,10.09831,-0.1794,-0.0468,1.0101,-0.141,-0.0699,1.00397,0.16166,-2.26932,9.70268
1.2265,0.042198,-1.630273,4.247041,0.834136,0.062932,-0.094876,-0.684972,9.798314,-0.0897,-0.0741,0.9867,-0.0681,-0.0683,0.99531,-0.66781,-0.66979,9.76061,-0.0429,0.0,0.9438,-0.07916,-0.03462,1.02183,-0.23645,-0.27085,10.0501,-0.1131,-0.0819,0.9711,-0.08045,-0.09598,0.98933,0.52651,-0.54824,9.74981,-0.0741,-0.0312,0.9945,-0.03788,-0.05468,0.98828,-0.00176,-1.25101,9.63275
1.2484,-4.081164,-0.783691,-0.222148,0.697551,0.090588,-0.08032,-0.892459,9.742461,-0.0195,-0.0858,0.9282,-0.00078,-0.07984,0.93517,-0.00763,-0.78292,9.17084,0.039,0.0039,0.936,0.00051,-0.03087,1.01398,-0.19188,-1.03947,9.89201,-0.0468,-0.0741,1.0218,-0.01618,-0.0885,1.04044,-0.11272,-0.71663,10.21561,-0.0507,-0.0312,0.9984,-0.01497,-0.05468,0.9922,-0.00905,-1.03082,9.69138
1.2703,-0.042017,0.157649,-8.372079,0.871115,0.034614,-0.04016,-0.733365,9.800975,0.0975,-0.0858,0.9906,0.11142,-0.07984,0.99931,1.09267,-0.78292,9.79993,0.117,0.0039,0.9321,0.07639,-0.03087,1.01005,-0.18406,-1.77553,9.77647,0.0624,-0.078,0.9828,0.08968,-0.09224,1.00112,-1.14205,-0.65126,9.81068,0.0858,-0.0429,0.9984,0.1187,-0.0661,0.9922,0.0728,0.27625,9.81682
1.2922,-0.27992,0.318741,-4.791188,1.06501,0.044705,-0.015881,-1.037607,9.771395,0.0468,-0.1209,0.9789,0.0628,-0.11444,0.98729,0.61587,-1.12232,9.68197,0.1092,0.0039,0.9321,0.0688,-0.03087,1.01005,-0.18488,-1.70152,9.78419,0.0078,-0.0546,0.9789,0.03675,-0.06983,0.99719,-0.61516,-0.84712,9.75363,0.0078,-0.0468,1.0101,0.04232,-0.0699,1.00397,0.12065,-0.47947,9.86579
1.3141,1.740777,0.661121,-4.026043,1.236222,0.051996,0.004972,-1.100015,9.751527,0.0468,-0.1404,1.0023,0.0628,-0.13367,1.01134,0.61587,-1.31087,9.91788,0.0936,0.0,0.9243,0.05363,-0.03462,1.00219,-0.22415,-1.54597,9.72337,0.0,-0.0429,0.9516,0.02919,-0.05862,0.96966,-0.53099,-0.91171,9.47224,-0.0078,-0.0507,1.014,0.02704,-0.07371,1.0079,0.15915,-0.6315,9.89262
1.3360,1.779246,0.215887,0.156157,1.312223,0.060838,-0.011981,-1.004889,9.775666,-0.0078,-0.1326,1.0101,0.01044,-0.12598,1.01936,0.1024,-1.23545,9.99652,0.0234,-0.0039,0.9204,-0.01466,-0.03837,0.99826,-0.26876,-0.87638,9.75492,-0.0507,-0.0546,0.9555,-0.01996,-0.06983,0.9736,-0.05399,-0.79501,9.54103,-0.0585,-0.0507,1.0101,-0.02261,-0.07371,1.00397,0.17242,-1.11272,9.81019
1.3578,-0.288636,-0.83723,6.413507,1.183509,0.056093,0.000798,-0.961901,9.763946,-0.0936,-0.1209,0.9789,-0.07184,-0.11444,0.98729,-0.70449,-1.12232,9.68197,-0.0624,0.0,0.9282,-0.09813,-0.03462,1.00612,-0.24023,-0.06986,9.91614,-0.1404,-0.0546,0.975,-0.10692,-0.06983,0.99326,0.79348,-0.79982,9.75586,-0.1365,-0.0468,1.0062,-0.09899,-0.0699,1.00005,0.15443,-1.85561,9.70181
1.3797,-2.055521,-0.765072,1.59783,0.998579,0.12557,-0.034759,-0.75515,9.800746,-0.0234,-0.0819,0.9633,-0.00452,-0.07599,0.97125,-0.04431,-0.74521,9.5247,-0.0195,0.0039,0.9321,-0.0564,-0.03087,1.01005,-0.1985,-0.48044,9.91162,-0.0585,-0.0897,1.0023,-0.02752,-0.10345,1.02078,-0.0019,-0.53884,10.05091,-0.0741,-0.0429,1.0023,-0.03788,-0.0661,0.99613,0.10567,-1.25611,9.71576
1.4015,-3.045063,-0.124837,-3.984617,1.037682,0.052714,-0.032139,-0.622464,9.798139,0.039,-0.0819,0.9516,0.05532,-0.07599,0.95922,0.54252,-0.74521,9.40675,0.039,0.0,0.9282,0.00051,-0.03462,1.00612,-0.2295,-1.03193,9.81574,0.0039,-0.0897,1.0179,0.03297,-0.10345,1.03651,-0.59828,-0.5801,10.18628,0.0429,-0.0507,0.9984,0.07669,-0.07371,0.9922,0.15671,-0.13261,9.78379
1.4234,0.163271,0.469464,-7.780012,1.181092,0.075569,-0.010849,-0.829207,9.739664,0.0858,-0.0975,0.9828,0.1002,-0.09137,0.9913,0.98264,-0.89605,9.72129,0.1365,0.0039,0.9282,0.09536,-0.03087,1.00612,-0.18243,-1.95655,9.71884,0.0468,-0.0897,0.9672,0.07456,-0.10345,0.98539,-0.99388,-0.51452,9.67949,0.0624,-0.0507,1.0023,0.09578,-0.07371,0.99613,0.15027,0.05029,9.83903
1.4456,0.604258,-0.228662,-0.964907,1.289234,0.036426,-0.011778,-1.05945,9.787736,0.0,-0.1326,0.9945,0.01792,-0.12598,1.00332,0.17575,-1.23545,9.83925,0.0507,-0.0039,0.9321,0.01189,-0.03837,1.01005,-0.26459,-1.14738,9.84284,-0.039,-0.0507,0.9711,-0.00862,-0.06609,0.98933,-0.16756,-0.85831,9.68456,-0.0468,-0.0546,1.0062,-0.01115,-0.07751,1.00005,0.20928,-0.99666,9.7843
1.4695,1.80189,-0.030262,1.093814,1.405812,0.08544,0.035912,-1.049637,9.765684,-0.0117,-0.1443,1.0062,0.0067,-0.13752,1.01535,0.06572,-1.34858,9.9572,0.0078,-0.0039,0.9243,-0.02984,-0.03837,1.00219,-0.26998,-0.73236,9.80868,-0.0663,-0.0468,0.9516,-0.03508,-0.06236,0.96966,0.09756,-0.85704,9.49592,-0.0741,-0.0585,1.0101,-0.03788,-0.08132,1.00397,0.25035,-1.26056,9.80094
1.4934,-1.604109,-0.12149,4.401288,1.144542,0.043541,0.043943,-0.958723,9.761364,-0.0702,-0.117,0.9633,-0.0494,-0.1106,0.97125,-0.48443,-1.08461,9.5247,-0.0312,0.0039,0.9204,-0.06778,-0.03087,0.99826,-0.20103,-0.35745,9.80825,-0.1209,-0.0507,0.9945,-0.08802,-0.06609,1.01292,0.6049,-0.87126,9.93535,-0.1014,-0.0585,1.0101,-0.06462,-0.08132,1.00397,0.25633,-1.52158,9.77715
1.5172,0.023698,0.415231,2.016555,1.13848,0.053517,0.010637,-0.731432,9.798406,-0.0429,-0.0897,0.9906,-0.02322,-0.08368,0.99931,-0.22769,-0.82063,9.79993,-0.0078,0.0039,0.9165,-0.04501,-0.03087,0.99433,-0.19898,-0.57547,9.74677,-0.0936,-0.0897,0.975,-0.06155,-0.10345,0.99326,0.33792,-0.48729,9.79386,-0.0507,-0.0468,1.014,-0.01497,-0.0699,1.0079,0.1313,-1.04233,9.85307
1.5411,-3.173157,0.33092,-5.777263,0.92259,0.087173,-0.030487,-0.786733,9.740163,0.0468,-0.0819,0.9438,0.0628,-0.07599,0.9512,0.61587,-0.74521,9.32811,0.1131,0.0039,0.9243,0.0726,-0.03087,1.00219,-0.18533,-1.73054,9.7037,0.0117,-0.0858,1.014,0.04053,-0.09971,1.03258,-0.67024,-0.61249,10.14044,0.0507,-0.0468,0.9984,0.08433,-0.0699,0.9922,0.11775,-0.05869,9.78841
1.5649,0.201652,-0.60183,-4.639955,1.22375,0.027117,-0.07245,-0.79436,9.794944,0.0351,-0.1014,0.9906,0.05158,-0.09522,0.99931,0.50584,-0.93377,9.79993,0.078,-0.0078,0.9399,0.03845,-0.04212,1.01791,-0.29759,-1.41483,9.89281,0.0117,-0.078,0.975,0.04053,-0.09224,0.99326,-0.65863,-0.62519,9.7483,0.0351,-0.0507,0.9945,0.06905,-0.07371,0.98828,0.16058,-0.20365,9.73874
1.5888,-0.508733,0.306978,-1.170946,1.299986,0.04171,-0.004494,-1.05311,9.768574,-0.0039,-0.1287,0.9789,0.01418,-0.12214,0.98729,0.13908,-1.19774,9.68197,0.0663,-0.0039,0.9243,0.02707,-0.03837,1.00219,-0.26379,-1.2874,9.75076,-0.0468,-0.0585,0.9828,-0.01618,-0.07356,1.00112,-0.09866,-0.80168,9.81221,-0.039,-0.0546,1.0101,-0.00351,-0.07751,1.00397,0.20541,-0.92562,9.82935
1.6126,2.292119,-0.621149,5.194798,1.384132,0.034552,0.030775,-1.042846,9.770232,-0.0858,-0.1326,1.014,-0.06436,-0.12598,1.02337,-0.63113,-1.23545,10.03584,-0.0234,0.0,0.9282,-0.06019,-0.03462,1.00612,-0.2361,-0.43989,9.87753,-0.1326,-0.0546,0.9438,-0.09936,-0.06983,0.9618,0.72671,-0.75427,9.44905,-0.1248,-0.0585,1.0062,-0.08753,-0.08132,1.00005,0.26362,-1.74178,9.71851
1.6364,-0.735625,0.988087,2.860692,1.080134,0.097326,0.19649,-0.909491,9.804664,-0.0273,-0.1131,0.975,-0.00826,-0.10675,0.98328,-0.08098,-1.0469,9.64265,-0.0078,0.0117,0.9165,-0.04501,-0.02338,0.99433,-0.12547,-0.57457,9.74604,-0.1365,-0.0546,0.9828,-0.10314,-0.06983,1.00112,0.7546,-0.81283,9.83097,-0.0663,-0.0585,1.0296,-0.03025,-0.08132,1.02359,0.23781,-1.20366,9.99899
1.6602,-1.705393,0.534765,-5.542244,1.191376,0.034383,0.042357,-0.705432,9.753856,0.0663,-0.0897,0.9633,0.0815,-0.08368,0.97125,0.79926,-0.82063,9.5247,0.0819,0.0039,0.9204,0.04225,-0.03087,0.99826,-0.18906,-1.43052,9.69627,0.0117,-0.0936,0.9945,0.04053,-0.10718,1.01292,-0.66811,-0.51031,9.96128,0.0507,-0.0585,1.0023,0.08433,-0.08132,0.99613,0.22734,-0.06026,9.83317
1.6840,-2.178586,-0.416302,-3.701808,1.232851,0.040756,-0.056274,-0.725574,9.733718,0.0273,-0.0936,0.9516,0.0441,-0.08753,0.95922,0.43249,-0.85834,9.40675,0.0585,-0.0039,0.9321,0.01948,-0.03837,1.01005,-0.26376,-1.22138,9.83512,0.0,-0.0936,0.9945,0.02919,-0.10718,1.01292,-0.55697,-0.50705,9.96446,0.0234,-0.0507,0.9945,0.05759,-0.07371,0.98828,0.16314,-0.31552,9.72854
1.7081,-1.085648,-1.162545,-2.276617,1.341115,0.0194,-0.089193,-0.824738,9.758596,0.0039,-0.1131,0.9711,0.02166,-0.10675,0.97927,0.21243,-1.0469,9.60334,0.0468,-0.0078,0.9399,0.0081,-0.04212,1.01791,-0.3009,-1.11881,9.9237,-0.0156,-0.0858,0.9867,0.01406,-0.09971,1.00505,-0.40451,-0.56312,9.88126,-0.0039,-0.0468,0.9867,0.03086,-0.0699,0.98043,0.1362,-0.57012,9.62609
1.7319,0.564824,-0.449772,3.874048,1.431158,0.053122,0.072681,-0.939131,9.769931,-0.0663,-0.1287,0.9906,-0.04566,-0.12214,0.99931,-0.44775,-1.19774,9.79993,-0.0156,0.0,0.9282,-0.0526,-0.03462,1.00612,-0.23527,-0.51389,9.8698,-0.1287,-0.0663,0.9633,-0.09558,-0.08103,0.98146,0.68142,-0.67666,9.65533,-0.0858,-0.0624,1.0062,-0.04934,-0.08513,1.00005,0.29233,-1.36824,9.75466
1.7558,-0.747389,-0.378403,6.935485,1.235203,0.04621,0.102249,-1.019145,9.781695,-0.0975,-0.1248,0.9789,-0.07558,-0.11829,0.98729,-0.74116,-1.16003,9.68197,-0.0585,0.0156,0.9204,-0.09434,-0.01963,0.99826,-0.09365,-0.09708,9.83419,-0.1521,-0.0546,0.9867,-0.11826,-0.06983,1.00505,0.90187,-0.81445,9.8733,-0.1521,-0.0663,1.0101,-0.11427,-0.08893,1.00397,0.34194,-2.00502,9.73732
1.7796,0.257282,1.442038,-1.639222,1.247412,0.047387,0.099508,-0.680522,9.754298,0.0078,-0.0975,0.9867,0.0254,-0.09137,0.99531,0.24911,-0.89605,9.76061,0.0273,0.0117,0.9048,-0.01087,-0.02338,0.98255,-0.12304,-0.89562,9.59634,-0.0507,-0.0819,0.9672,-0.01996,-0.09598,0.98539,-0.0653,-0.55968,9.69474,0.0195,-0.0702,1.0179,0.05377,-0.09274,1.01182,0.33727,-0.37074,9.9655
1.8034,-1.538746,-0.413387,-5.956921,1.314594,0.044087,0.062996,-0.713907,9.755461,0.0663,-0.0975,0.9633,0.0815,-0.09137,0.97125,0.79926,-0.89605,9.5247,0.0897,0.0,0.936,0.04983,-0.03462,1.01398,-0.22327,-1.52095,9.84218,0.0078,-0.0897,0.9906,0.03675,-0.10345,1.00899,-0.62892,-0.53943,9.91862,0.0663,-0.0663,0.9906,0.0996,-0.08893,0.98436,0.30492,0.10081,9.73635
1.8271,-0.885177,-1.166542,-3.802141,1.356307,0.032575,-0.145117,-0.86626,9.790517,0.0195,-0.1131,0.975,0.03662,-0.10675,0.98328,0.35914,-1.0469,9.64265,0.0741,-0.0195,0.9477,0.03466,-0.05336,1.02576,-0.40741,-1.38716,9.97439,0.0078,-0.0819,0.9867,0.03675,-0.09598,1.00505,-0.62556,-0.60582,9.86926,0.0117,-0.0429,0.9906,0.04614,-0.0661,0.98436,0.09337,-0.42516,9.67576
1.8510,0.992644,-1.501117,4.0488,1.488227,0.093926,-0.035377,-0.96917,9.774398,-0.0624,-0.1209,0.9945,-0.04192,-0.11444,1.00332,-0.41107,-1.12232,9.83925,-0.0195,-0.0195,0.9438,-0.0564,-0.05336,1.02183,-0.41775,-0.4951,10.02875,-0.1092,-0.0741,0.9555,-0.07667,-0.0885,0.9736,0.49558,-0.59781,9.58513,-0.117,-0.0507,0.9984,-0.0799,-0.07371,0.9922,0.19174,-1.66144,9.64447
1.8748,-1.117098,0.141781,3.678052,1.267736,0.051251,0.180923,-0.88853,9.761549,-0.0429,-0.1092,0.975,-0.02322,-0.10291,0.98328,-0.22769,-1.00919,9.64265,-0.0195,0.0117,0.9126,-0.0564,-0.02338,0.99041,-0.12714,-0.45957,9.71931,-0.1326,-0.0702,0.9906,-0.09936,-0.08477,1.00899,0.71083,-0.68115,9.92863,-0.0897,-0.0702,1.0062,-0.05316,-0.09274,1.00005,0.36769,-1.40421,9.7556
1.8987,-0.037673,0.737909,1.683877,1.080215,0.082389,0.16955,-0.859333,9.777463,-0.0156,-0.0936,0.9867,0.00296,-0.08753,0.99531,0.02905,-0.85834,9.76061,0.0039,0.0234,0.9126,-0.03363,-0.01213,0.99041,-0.0144,-0.68024,9.69504,-0.0897,-0.0741,0.975,-0.05777,-0.0885,0.99326,0.30577,-0.63308,9.77025,-0.0741,-0.0702,1.0179,-0.03788,-0.09274,1.01182,0.35777,-1.26566,9.88395
1.9225,-1.2412,1.194759,-5.866685,1.234147,0.041642,0.106629,-0.727668,9.724028,0.078,-0.0936,0.9633,0.09272,-0.08753,0.97125,0.90929,-0.85834,9.5247,0.0897,0.0078,0.9126,0.04983,-0.02712,0.99041,-0.15234,-1.49609,9.61155,0.0078,-0.0897,0.9828,0.03675,-0.10345,1.00112,-0.62709,-0.5275,9.84245,0.0546,-0.0663,1.0101,0.08815,-0.08893,1.00397,0.29666,-0.02873,9.91741
1.9463,-0.000784,-1.317701,-4.537603,1.36992,0.062707,-0.107582,-0.841366,9.774448,0.0195,-0.1131,0.9828,0.03662,-0.10675,0.9913,0.35914,-1.0469,9.72129,0.0897,-0.0078,0.9516,0.04983,-0.04212,1.02969,-0.29507,-1.53782,9.99617,0.0117,-0.0858,0.9711,0.04053,-0.09971,0.98933,-0.66016,-0.54687,9.72149,0.0312,-0.0507,0.9867,0.06523,-0.07371,0.98043,0.16577,-0.23387,9.65884
1.9702,0.538662,-2.55097,5.810083,1.419844,0.038038,-0.051437,-0.932032,9.77,-0.0975,-0.1248,0.9906,-0.07558,-0.11829,0.99931,-0.74116,-1.16003,9.79993,-0.0507,-0.0117,0.9516,-0.08675,-0.04587,1.02969,-0.34668,-0.20617,10.13554,-0.1326,-0.0702,0.9633,-0.09936,-0.08477,0.98146,0.71724,-0.63939,9.66203,-0.1248,-0.0468,0.9828,-0.08753,-0.0699,0.97651,0.16486,-1.72253,9.4825
1.9940,0.065511,-0.142003,5.043508,1.288835,0.03173,0.024366,-0.810872,9.778873,-0.0897,-0.1092,0.9867,-0.0681,-0.10291,0.99531,-0.66781,-1.00919,9.76061,-0.0468,0.0039,0.9204,-0.08295,-0.03087,0.99826,-0.20268,-0.20944,9.8237,-0.1326,-0.0741,0.9711,-0.09936,-0.0885,0.98933,0.71419,-0.61515,9.74384,-0.0897,-0.0585,1.0101,-0.05316,-0.08132,1.00397,0.25377,-1.40972,9.78735
2.0178,-0.853744,0.807916,-0.362247,1.085698,0.064043,0.238591,-0.647928,9.775378,0.0234,-0.078,0.975,0.04036,-0.07215,0.98328,0.39581,-0.7075,9.64265,0.0039,0.0195,0.9126,-0.03363,-0.01588,0.99041,-0.05115,-0.68069,9.69541,-0.0819,-0.0858,0.9828,-0.05021,-0.09971,1.00112,0.22618,-0.53866,9.86121,-0.0117,-0.0741,1.014,0.02322,-0.09654,1.0079,0.38352,-0.66486,9.90223
2.0416,-1.708868,1.542595,-5.201531,1.12355,0.044359,0.122716,-0.657943,9.768782,0.0741,-0.0858,0.9672,0.08898,-0.07984,0.97526,0.87261,-0.78292,9.56402,0.0663,0.0156,0.9048,0.02707,-0.01963,0.98255,-0.08216,-1.26519,9.55736,0.0039,-0.0936,0.9984,0.03297,-0.10718,1.01685,-0.59493,-0.5141,10.00149,0.0507,-0.0663,1.014,0.08433,-0.08893,1.0079,0.29535,-0.06955,9.95226
2.0654,0.14514,-0.820652,-2.899055,1.24594,0.046583,-0.043376,-0.800004,9.75857,0.0234,-0.1053,0.9828,0.04036,-0.09906,0.9913,0.39581,-0.97148,9.72129,0.0507,-0.0039,0.9399,0.01189,-0.03837,1.01791,-0.26373,-1.15537,9.91947,-0.0117,-0.0819,0.9672,0.01785,-0.09598,0.98539,-0.43575,-0.57055,9.68414,0.0039,-0.0468,0.9945,0.0385,-0.0699,0.98828,0.13016,-0.50262,9.70938
2.0893,0.361974,-1.425316,-0.754241,1.30858,0.050557,-0.205319,-0.932299,9.788356,-0.0429,-0.1248,0.9945,-0.02322,-0.11829,1.00332,-0.22769,-1.16003,9.83925,0.0429,-0.0117,0.9438,0.00431,-0.04587,1.02183,-0.33763,-1.08625,9.96624,-0.0234,-0.0702,0.975,0.0065,-0.08477,0.99326,-0.32278,-0.68775,9.74658,-0.0273,-0.039,0.9867,0.00794,-0.06229,0.98043,0.06682,-0.79517,9.60136
2.1131,1.259626,-1.289081,10.163257,1.377093,0.059434,-0.095528,-0.947409,9.713159,-0.1716,-0.117,0.9945,-0.14664,-0.1106,1.00332,-1.43802,-1.08461,9.83925,-0.0975,-0.0078,0.9243,-0.13228,-0.04212,1.00219,-0.31788,0.26626,9.91331,-0.1794,-0.0663,0.9477,-0.14473,-0.08103,0.96573,1.16667,-0.63866,9.51678,-0.1872,-0.0507,0.9984,-0.14864,-0.07371,0.9922,0.20712,-2.33263,9.5833
2.1369,-2.289817,0.842624,2.602238,1.041593,0.038458,0.127281,-0.655371,9.786475,-0.0429,-0.0819,0.9555,-0.02322,-0.07599,0.96323,-0.22769,-0.74521,9.44606,-0.0273,0.0234,0.9126,-0.06398,-0.01213,0.99041,-0.0177,-0.38422,9.72593,-0.1092,-0.0936,0.9984,-0.07667,-0.10718,1.01685,0.47939,-0.48256,10.03226,-0.0468,-0.0624,1.0218,-0.01115,-0.08513,1.01574,0.27512,-1.00949,9.94165
2.1607,-0.864581,0.908105,-2.482993,1.009701,0.059047,0.096822,-0.591843,9.842923,0.0195,-0.0663,0.9828,0.03662,-0.06061,0.9913,0.35914,-0.59437,9.72129,0.039,0.0156,0.9204,0.00051,-0.01963,0.99826,-0.08333,-1.02215,9.73765,-0.039,-0.0975,0.9906,-0.00862,-0.11092,1.00899,-0.18682,-0.45403,9.94262,0.0273,-0.0663,1.0179,0.06141,-0.08893,1.01182,0.29831,-0.29682,9.97013
2.1845,-1.086901,0.369996,-4.166767,1.167425,0.081804,-0.06602,-0.79943,9.784294,0.0312,-0.0936,0.9789,0.04784,-0.08753,0.98729,0.46917,-0.85834,9.68197,0.078,0.0039,0.9204,0.03845,-0.03087,0.99826,-0.18947,-1.39352,9.70013,0.0156,-0.0936,0.9945,0.04431,-0.10718,1.01292,-0.70515,-0.5114,9.96022,0.0117,-0.0507,1.0023,0.04614,-0.07371,0.99613,0.16138,-0.43446,9.79485
